Airline,Origin,Dest,typical_distance,typical_hour
AA,DFW,SBP,1360,10
AA,DFW,SDF,733,14
AA,DFW,SEA,1660,14
AA,DFW,SFO,1464,16
AA,DFW,SJC,1438,11
AA,DFW,SJU,2165,8
AA,DFW,SLC,989,13
AA,DFW,SMF,1431,17
AA,DFW,SNA,1205,12
AA,DFW,SRQ,945,12
AA,DFW,STL,550,15
AA,DFW,STS,1495,10
AA,DFW,STT,2225,10
AA,DFW,SYR,1336,19
AA,DFW,TPA,929,14
AA,DFW,TUL,237,17
AA,DFW,TUS,813,14
AA,DFW,TVC,1022,12
AA,DFW,TYS,772,14
AA,DFW,VPS,641,13
AA,DFW,XNA,280,16
AA,DRO,DFW,674,16
AA,DSM,CLT,815,10
AA,DSM,DFW,624,11
AA,DSM,ORD,299,5
AA,DSM,PHX,1150,14
AA,DTW,AUS,1149,16
AA,DTW,CLT,500,12
AA,DTW,DFW,986,11
AA,DTW,LAX,1979,13
AA,DTW,LGA,502,18
AA,DTW,MIA,1145,6
AA,DTW,ORD,235,17
AA,DTW,PHL,453,11
AA,DTW,PHX,1671,16
AA,ECP,CLT,437,11
AA,ECP,DCA,769,16
AA,ECP,DFW,685,15
AA,EGE,DFW,721,12
AA,EGE,JFK,1746,11
AA,EGE,LAX,748,18
AA,EGE,MIA,1810,12
AA,EGE,ORD,1007,13
AA,ELP,DFW,551,8
AA,ELP,LAX,715,7
AA,ELP,ORD,1236,13
AA,ELP,PHX,347,8
AA,EUG,CMH,2072,11
AA,EUG,DFW,1606,5
AA,EUG,PHX,952,14
AA,EWR,CLT,529,10
AA,EWR,DFW,1372,9
AA,EWR,MIA,1085,8
AA,EWR,ORD,719,12
AA,EWR,PHX,2133,10
AA,EYW,CLT,736,12
AA,EYW,DCA,1023,14
AA,EYW,DFW,1089,15
AA,EYW,MIA,126,8
AA,EYW,PHL,1121,14
AA,FAT,DFW,1313,10
AA,FAT,PHX,493,13
AA,FCA,DFW,1390,13
AA,FCA,ORD,1352,13
AA,FLL,CLT,632,12
AA,FLL,DCA,899,14
AA,FLL,DFW,1119,11
AA,FLL,ORD,1182,14
AA,FLL,PHL,992,12
AA,FSD,DFW,737,13
AA,GEG,CLT,2060,22
AA,GEG,DFW,1477,6
AA,GEG,PHX,1020,13
AA,GRR,CLT,583,11
AA,GRR,DFW,931,14
AA,GRR,MIA,1214,5
AA,GRR,ORD,137,7
AA,GRR,PHX,1574,7
AA,GSO,CLT,83,12
AA,GSO,DFW,999,7
AA,GSP,CLT,75,12
AA,GSP,DFW,862,12
AA,GUC,DFW,678,12
AA,HDN,DFW,769,14
AA,HNL,DFW,3784,19
AA,HNL,LAX,2556,14
AA,HNL,PHX,2917,22
AA,HSV,DFW,603,17
AA,IAD,CLT,322,8
AA,IAD,DFW,1172,11
AA,IAH,CLT,912,9
AA,IAH,DFW,224,10
AA,IAH,MIA,964,7
AA,IAH,ORD,925,13
AA,IAH,PHL,1325,8
AA,IAH,PHX,1009,14
AA,ICT,DFW,328,10
AA,ICT,PHX,870,6
AA,ILM,CLT,185,9
AA,ILM,DFW,1106,17
AA,IND,CLT,427,12
AA,IND,DCA,500,17
AA,IND,DFW,761,11
AA,IND,LAX,1814,17
AA,IND,MIA,1020,6
AA,IND,MSY,707,10
AA,IND,ORD,177,8
AA,IND,PHL,588,13
AA,IND,PHX,1488,8
AA,JAC,CLT,1685,10
AA,JAC,DFW,1047,13
AA,JAC,ORD,1162,12
AA,JAX,CLT,328,11
AA,JAX,DCA,634,16
AA,JAX,DFW,918,11
AA,JAX,MIA,335,13
AA,JAX,ORD,864,7
AA,JAX,PHL,742,14
AA,JAX,PHX,1786,7
AA,JFK,AUS,1521,11
AA,JFK,BOS,187,21
AA,JFK,CLT,541,11
AA,JFK,DFW,1391,14
AA,JFK,EGE,1746,7
AA,JFK,LAS,2248,8
AA,JFK,LAX,2475,15
AA,JFK,MIA,1089,10
AA,JFK,ORD,740,9
AA,JFK,PHX,2153,12
AA,JFK,RDU,427,21
AA,JFK,SFO,2586,15
AA,JFK,SNA,2454,9
AA,JFK,STT,1623,7
AA,KOA,LAX,2504,14
AA,KOA,PHX,2860,21
AA,LAS,AUS,1090,17
AA,LAS,CLT,1916,12
AA,LAS,DCA,2089,12
AA,LAS,DFW,1055,9
AA,LAS,JFK,2248,11
AA,LAS,LAX,236,12
AA,LAS,MCI,1139,8
AA,LAS,MIA,2174,12
AA,LAS,MSY,1500,15
AA,LAS,ORD,1514,12
AA,LAS,PHL,2176,10
AA,LAS,PHX,255,12
AA,LAS,SFO,414,11
AA,LAX,ATL,1947,9
AA,LAX,AUS,1242,15
AA,LAX,BNA,1797,10
AA,LAX,BOS,2611,13
AA,LAX,CLT,2125,11
AA,LAX,DCA,2311,8
AA,LAX,DFW,1235,11
AA,LAX,DTW,1979,15
AA,LAX,EGE,748,9
AA,LAX,ELP,715,20
AA,LAX,HNL,2556,15
AA,LAX,IND,1814,9
AA,LAX,JFK,2475,11
AA,LAX,KOA,2504,10
AA,LAX,LAS,236,15
AA,LAX,LIH,2615,9
AA,LAX,MCO,2218,11
AA,LAX,MIA,2342,12
AA,LAX,OGG,2486,9
AA,LAX,OMA,1330,9
AA,LAX,ORD,1744,11
AA,LAX,PHL,2402,10
AA,LAX,PHX,370,13
AA,LAX,RDU,2239,9
AA,LAX,SAT,1211,10
AA,LAX,SDF,1843,8
AA,LAX,SFO,337,14
AA,LAX,STL,1592,17
AA,LAX,TPA,2158,22
AA,LAX,TUL,1283,9
AA,LBB,DFW,282,7
AA,LBB,PHX,588,6
AA,LEX,CLT,281,16
AA,LEX,DFW,785,13
AA,LGA,BNA,764,17
AA,LGA,BOS,184,14
AA,LGA,CLT,544,11
AA,LGA,DCA,214,11
AA,LGA,DFW,1389,12
AA,LGA,DTW,502,16
AA,LGA,MCO,950,15
AA,LGA,MIA,1096,11
AA,LGA,MSY,1183,13
AA,LGA,ORD,733,12
AA,LGA,PBI,1035,8
AA,LGA,PIT,335,9
AA,LGA,RDU,431,15
AA,LGA,RSW,1080,11
AA,LGA,SDF,659,8
AA,LGA,SRQ,1047,7
AA,LGA,STL,888,11
AA,LGA,TPA,1010,14
AA,LIH,LAX,2615,15
AA,LIH,PHX,2979,21
AA,LIT,CLT,640,12
AA,LIT,DFW,304,10
AA,MCI,CLT,808,12
AA,MCI,DCA,949,5
AA,MCI,DFW,460,11
AA,MCI,LAS,1139,12
AA,MCI,MIA,1251,5
AA,MCI,ORD,403,7
AA,MCI,PHL,1038,6
AA,MCI,PHX,1044,14
AA,MCO,AUS,994,12
AA,MCO,CLT,468,11
AA,MCO,DCA,759,14
AA,MCO,DFW,985,11
AA,MCO,LAX,2218,8
AA,MCO,LGA,950,11
AA,MCO,MIA,192,11
AA,MCO,ORD,1005,12
AA,MCO,PHL,861,12
AA,MCO,PHX,1849,11
AA,MDT,CLT,413,11
AA,MDT,DFW,1231,6
AA,MDT,PHX,1995,8
AA,MEM,CLT,511,10
AA,MEM,DFW,431,10
AA,MEM,MIA,859,5
AA,MEM,PHL,875,14
AA,MEM,PHX,1264,7
AA,MFE,DFW,469,9
AA,MFE,PHX,965,21
AA,MHT,CLT,737,13
AA,MIA,ATL,594,17
AA,MIA,AUS,1103,18
AA,MIA,BDL,1194,19
AA,MIA,BNA,806,19
AA,MIA,BOS,1258,15
AA,MIA,BUF,1185,19
AA,MIA,BWI,946,21
AA,MIA,CHS,489,21
AA,MIA,CLE,1080,21
AA,MIA,CLT,650,13
AA,MIA,CMH,990,19
AA,MIA,CVG,948,22
AA,MIA,DCA,919,14
AA,MIA,DEN,1709,17
AA,MIA,DFW,1121,13
AA,MIA,DTW,1145,21
AA,MIA,EGE,1810,8
AA,MIA,EWR,1085,17
AA,MIA,GRR,1214,20
AA,MIA,IAH,964,18
AA,MIA,IND,1020,20
AA,MIA,JAX,335,17
AA,MIA,JFK,1089,14
AA,MIA,LAS,2174,17
AA,MIA,LAX,2342,14
AA,MIA,LGA,1096,15
AA,MIA,MCI,1251,21
AA,MIA,MCO,192,17
AA,MIA,MEM,859,22
AA,MIA,MKE,1258,21
AA,MIA,MSP,1501,21
AA,MIA,MSY,675,20
AA,MIA,OKC,1222,21
AA,MIA,OMA,1393,21
AA,MIA,ORD,1197,13
AA,MIA,ORF,802,21
AA,MIA,PDX,2700,20
AA,MIA,PHL,1013,14
AA,MIA,PHX,1972,16
AA,MIA,PIT,1013,21
AA,MIA,RDU,700,18
AA,MIA,RIC,825,21
AA,MIA,SAN,2267,19
AA,MIA,SAT,1143,21
AA,MIA,SAV,440,21
AA,MIA,SBN,1150,15
AA,MIA,SDF,910,21
AA,MIA,SEA,2724,20
AA,MIA,SFO,2585,17
AA,MIA,SJU,1045,12
AA,MIA,SLC,2088,9
AA,MIA,SMF,2552,19
AA,MIA,SNA,2310,19
AA,MIA,STL,1068,21
AA,MIA,STT,1107,10
AA,MIA,STX,1139,11
AA,MIA,TPA,204,18
AA,MKE,CLT,651,10
AA,MKE,DCA,634,10
AA,MKE,DFW,853,11
AA,MKE,MIA,1258,6
AA,MKE,PHL,690,17
AA,MKE,PHX,1460,14
AA,MRY,DFW,1430,12
AA,MRY,PHX,598,19
AA,MSN,BHM,675,12
AA,MSN,BOS,932,17
AA,MSN,CLT,708,7
AA,MSN,DFW,821,11
AA,MSN,ORD,108,18
AA,MSN,PHL,764,16
AA,MSN,PHX,1396,7
AA,MSO,DFW,1320,13
AA,MSP,CLT,930,13
AA,MSP,DCA,931,17
AA,MSP,DFW,852,10
AA,MSP,MIA,1501,6
AA,MSP,ORD,334,5
AA,MSP,PHL,980,6
AA,MSP,PHX,1276,14
AA,MSY,AUS,444,12
AA,MSY,CLT,651,10
AA,MSY,DCA,969,15
AA,MSY,DFW,447,10
AA,MSY,LAS,1500,18
AA,MSY,LGA,1183,17
AA,MSY,MIA,675,6
AA,MSY,ORD,837,13
AA,MSY,PHL,1089,13
AA,MSY,PHX,1300,18
AA,MTJ,DFW,722,12
AA,MYR,CLT,157,9
AA,MYR,DFW,1048,18
AA,MYR,ORD,753,14
AA,OGG,DFW,3711,18
AA,OGG,LAX,2486,13
AA,OGG,PHX,2845,22
AA,OKC,CLT,940,6
AA,OKC,DCA,1158,17
AA,OKC,DFW,175,10
AA,OKC,MIA,1222,6
AA,OKC,PHX,833,18
AA,OKC,TYS,766,12
AA,OMA,CLT,913,13
AA,OMA,DFW,583,11
AA,OMA,LAX,1330,15
AA,OMA,MIA,1393,6
AA,OMA,ORD,416,7
AA,OMA,PHX,1037,14
AA,ONT,CLT,2078,22
AA,ONT,DFW,1188,10
AA,ONT,PHX,325,12
AA,ORD,ABQ,1118,10
AA,ORD,ANC,2846,17
AA,ORD,ATL,606,18
AA,ORD,AUS,977,17
AA,ORD,BDL,783,18
AA,ORD,BHM,584,13
AA,ORD,BNA,409,18
AA,ORD,BOS,867,15
AA,ORD,BUF,474,15
AA,ORD,BWI,622,18
AA,ORD,BZN,1185,10
AA,ORD,CHS,760,8
AA,ORD,CID,196,20
AA,ORD,CLE,316,19
AA,ORD,CLT,599,11
AA,ORD,CMH,296,15
AA,ORD,DCA,612,13
AA,ORD,DEN,888,11
AA,ORD,DFW,802,12
AA,ORD,DSM,299,20
AA,ORD,DTW,235,14
AA,ORD,EGE,1007,10
AA,ORD,ELP,1236,10
AA,ORD,EWR,719,17
AA,ORD,FCA,1352,9
AA,ORD,FLL,1182,10
AA,ORD,GRR,137,20
AA,ORD,IAH,925,13
AA,ORD,IND,177,18
AA,ORD,JAC,1162,10
AA,ORD,JAX,864,18
AA,ORD,JFK,740,13
AA,ORD,LAS,1514,12
AA,ORD,LAX,1744,13
AA,ORD,LGA,733,12
AA,ORD,MCI,403,18
AA,ORD,MCO,1005,11
AA,ORD,MIA,1197,12
AA,ORD,MSN,108,15
AA,ORD,MSP,334,20
AA,ORD,MSY,837,10
AA,ORD,MYR,753,10
AA,ORD,OMA,416,20
AA,ORD,PBI,1144,10
AA,ORD,PDX,1739,10
AA,ORD,PHL,678,11
AA,ORD,PHX,1440,11
AA,ORD,PIT,413,14
AA,ORD,PSP,1651,10
AA,ORD,PVD,849,18
AA,ORD,RDU,646,18
AA,ORD,RNO,1671,20
AA,ORD,RSW,1120,8
AA,ORD,SAN,1723,17
AA,ORD,SAT,1041,18
AA,ORD,SAV,773,9
AA,ORD,SBN,84,9
AA,ORD,SDF,286,12
AA,ORD,SEA,1721,16
AA,ORD,SFO,1846,13
AA,ORD,SJU,2072,8
AA,ORD,SLC,1250,10
AA,ORD,SMF,1781,18
AA,ORD,SNA,1726,10
AA,ORD,SRQ,1050,8
AA,ORD,STL,258,18
AA,ORD,STT,2116,8
AA,ORD,SYR,607,8
AA,ORD,TPA,1012,13
AA,ORD,TUS,1437,10
AA,ORD,VPS,796,8
AA,ORD,XNA,522,11
AA,ORF,CLT,290,11
AA,ORF,DFW,1212,15
AA,ORF,MIA,802,6
AA,PBI,BOS,1197,18
AA,PBI,CLT,590,11
AA,PBI,DCA,857,12
AA,PBI,DFW,1102,15
AA,PBI,LGA,1035,12
AA,PBI,ORD,1144,15
AA,PBI,PHL,951,12
AA,PDX,CLT,2282,22
AA,PDX,DFW,1616,11
AA,PDX,MIA,2700,22
AA,PDX,ORD,1739,11
AA,PDX,PHL,2406,23
AA,PDX,PHX,1009,11
AA,PHL,ATL,666,15
AA,PHL,AUS,1430,11
AA,PHL,BDL,196,21
AA,PHL,BGR,473,21
AA,PHL,BNA,675,14
AA,PHL,BOS,280,16
AA,PHL,BTV,335,19
AA,PHL,BUF,279,10
AA,PHL,CHS,550,15
AA,PHL,CLE,363,14
AA,PHL,CLT,449,13
AA,PHL,CMH,406,13
AA,PHL,CVG,507,15
AA,PHL,DCA,119,6
AA,PHL,DEN,1558,11
AA,PHL,DFW,1303,12
AA,PHL,DTW,453,15
AA,PHL,EYW,1121,10
AA,PHL,FLL,992,11
AA,PHL,IAH,1325,18
AA,PHL,IND,588,13
AA,PHL,JAX,742,16
AA,PHL,LAS,2176,15
AA,PHL,LAX,2402,14
AA,PHL,MCI,1038,18
AA,PHL,MCO,861,13
AA,PHL,MEM,875,10
AA,PHL,MIA,1013,10
AA,PHL,MKE,690,15
AA,PHL,MSN,764,14
AA,PHL,MSP,980,18
AA,PHL,MSY,1089,13
AA,PHL,ORD,678,12
AA,PHL,PBI,951,15
AA,PHL,PDX,2406,18
AA,PHL,PHX,2075,13
AA,PHL,PIT,268,18
AA,PHL,PNS,935,10
AA,PHL,PVD,237,19
AA,PHL,PWM,364,14
AA,PHL,RDU,337,15
AA,PHL,RSW,993,11
AA,PHL,SAN,2370,15
AA,PHL,SAT,1496,9
AA,PHL,SAV,629,12
AA,PHL,SDF,576,15
AA,PHL,SEA,2378,18
AA,PHL,SFO,2521,16
AA,PHL,SJU,1576,11
AA,PHL,SLC,1927,19
AA,PHL,SRQ,957,9
AA,PHL,STL,814,18
AA,PHL,STT,1605,10
AA,PHL,TPA,920,11
AA,PHX,ABQ,328,15
AA,PHX,AGS,1731,12
AA,PHX,ATL,1587,15
AA,PHX,AUS,872,15
AA,PHX,BFL,425,16
AA,PHX,BNA,1449,15
AA,PHX,BOI,735,13
AA,PHX,BOS,2300,13
AA,PHX,BUR,369,8
AA,PHX,CID,1252,9
AA,PHX,CLE,1737,16
AA,PHX,CLT,1773,11
AA,PHX,CMH,1670,15
AA,PHX,CVG,1569,16
AA,PHX,DCA,1979,12
AA,PHX,DEN,602,15
AA,PHX,DFW,868,12
AA,PHX,DSM,1150,13
AA,PHX,DTW,1671,10
AA,PHX,ELP,347,16
AA,PHX,EUG,952,11
AA,PHX,EWR,2133,15
AA,PHX,FAT,493,11
AA,PHX,GEG,1020,12
AA,PHX,GRR,1574,16
AA,PHX,HNL,2917,11
AA,PHX,IAH,1009,8
AA,PHX,ICT,870,19
AA,PHX,IND,1488,10
AA,PHX,JAX,1786,15
AA,PHX,JFK,2153,15
AA,PHX,KOA,2860,11
AA,PHX,LAS,255,14
AA,PHX,LAX,370,14
AA,PHX,LBB,588,19
AA,PHX,LIH,2979,10
AA,PHX,MCI,1044,13
AA,PHX,MCO,1849,15
AA,PHX,MEM,1264,18
AA,PHX,MFE,965,0
AA,PHX,MIA,1972,15
AA,PHX,MKE,1460,8
AA,PHX,MRY,598,16
AA,PHX,MSN,1396,15
AA,PHX,MSP,1276,9
AA,PHX,MSY,1300,12
AA,PHX,OGG,2845,11
AA,PHX,OKC,833,13
AA,PHX,OMA,1037,9
AA,PHX,ONT,325,17
AA,PHX,ORD,1440,12
AA,PHX,PDX,1009,14
AA,PHX,PHL,2075,12
AA,PHX,PIT,1814,16
AA,PHX,PSP,261,11
AA,PHX,RDU,1891,15
AA,PHX,RNO,601,13
AA,PHX,SAN,304,14
AA,PHX,SAT,843,13
AA,PHX,SBA,455,15
AA,PHX,SBP,509,13
AA,PHX,SDF,1506,8
AA,PHX,SEA,1107,7
AA,PHX,SFO,651,16
AA,PHX,SJC,621,17
AA,PHX,SLC,507,9
AA,PHX,SMF,647,16
AA,PHX,SNA,338,14
AA,PHX,STL,1262,13
AA,PHX,TPA,1788,10
AA,PHX,TUS,110,12
AA,PIT,CLT,366,10
AA,PIT,DCA,204,18
AA,PIT,DFW,1067,11
AA,PIT,LGA,335,12
AA,PIT,MIA,1013,6
AA,PIT,ORD,413,11
AA,PIT,PHL,268,8
AA,PIT,PHX,1814,7
AA,PNS,CLT,488,11
AA,PNS,DCA,816,11
AA,PNS,DFW,604,15
AA,PNS,PHL,935,13
AA,PSP,DFW,1126,11
AA,PSP,ORD,1651,13
AA,PSP,PHX,261,13
AA,PVD,CLT,683,10
AA,PVD,DCA,356,12
AA,PVD,ORD,849,7
AA,PVD,PHL,237,8
AA,PWM,CLT,813,7
AA,PWM,DCA,482,12
AA,PWM,DFW,1622,15
AA,PWM,PHL,364,13
AA,RAP,CLT,1322,11
AA,RAP,DFW,835,12
AA,RDM,DFW,1514,12
AA,RDU,AUS,1162,12
AA,RDU,CLT,130,11
AA,RDU,DCA,227,7
AA,RDU,DFW,1061,9
AA,RDU,JFK,427,5
AA,RDU,LAX,2239,18
AA,RDU,LGA,431,14
AA,RDU,MIA,700,9
AA,RDU,ORD,646,7
AA,RDU,PHL,337,11
AA,RDU,PHX,1891,7
AA,RDU,SDF,415,12
AA,RIC,CLT,257,11
AA,RIC,DFW,1158,15
AA,RIC,MIA,825,6
AA,RNO,DFW,1345,11
AA,RNO,ORD,1671,23
AA,RNO,PHX,601,12
AA,ROC,CLT,573,11
AA,RSW,CLT,600,11
AA,RSW,DCA,892,11
AA,RSW,DFW,1017,14
AA,RSW,LGA,1080,15
AA,RSW,ORD,1120,13
AA,RSW,PHL,993,14
AA,SAN,CLT,2077,12
AA,SAN,DFW,1171,10
AA,SAN,MIA,2267,22
AA,SAN,ORD,1723,13
AA,SAN,PHL,2370,9
AA,SAN,PHX,304,12
AA,SAT,CLT,1095,8
AA,SAT,DFW,247,10
AA,SAT,LAX,1211,15
AA,SAT,MIA,1143,5
AA,SAT,ORD,1041,6
AA,SAT,PHL,1496,13
AA,SAT,PHX,843,11
AA,SAV,CLT,213,12
AA,SAV,DFW,925,14
AA,SAV,MIA,440,6
AA,SAV,ORD,773,13
AA,SAV,PHL,629,13
AA,SBA,DFW,1316,12
AA,SBA,PHX,455,12
AA,SBN,MIA,1150,12
AA,SBN,ORD,84,19
AA,SBP,DFW,1360,12
AA,SBP,PHX,509,12
AA,SDF,CLT,335,10
AA,SDF,DCA,474,12
AA,SDF,DFW,733,14
AA,SDF,LAX,1843,16
AA,SDF,LGA,659,11
AA,SDF,MIA,910,6
AA,SDF,ORD,286,14
AA,SDF,PHL,576,11
AA,SDF,PHX,1506,16
AA,SDF,RDU,415,14
AA,SEA,CLT,2279,13
AA,SEA,DFW,1660,10
AA,SEA,MIA,2724,20
AA,SEA,ORD,1721,13
AA,SEA,PHL,2378,23
AA,SEA,PHX,1107,11
AA,SFO,CLT,2296,13
AA,SFO,DFW,1464,11
AA,SFO,JFK,2586,10
AA,SFO,LAS,414,11
AA,SFO,LAX,337,10
AA,SFO,MIA,2585,12
AA,SFO,ORD,1846,9
AA,SFO,PHL,2521,9
AA,SFO,PHX,651,12
AA,SJC,DFW,1438,11
AA,SJC,PHX,621,6
AA,SJU,CLT,1475,13
AA,SJU,DFW,2165,15
AA,SJU,MIA,1045,13
AA,SJU,ORD,2072,15
AA,SJU,PHL,1576,14
AA,SLC,CLT,1727,23
AA,SLC,DFW,989,9
AA,SLC,MIA,2088,12
AA,SLC,ORD,1250,13
AA,SLC,PHL,1927,12
AA,SLC,PHX,507,12
AA,SMF,CLT,2244,22
AA,SMF,DFW,1431,11
AA,SMF,MIA,2552,23
AA,SMF,ORD,1781,23
AA,SMF,PHX,647,12
AA,SNA,AUS,1209,12
AA,SNA,CLT,2099,21
AA,SNA,DFW,1205,10
AA,SNA,JFK,2454,13
AA,SNA,MIA,2310,20
AA,SNA,ORD,1726,11
AA,SNA,PHX,338,12
AA,SRQ,CLT,547,13
AA,SRQ,DCA,851,11
AA,SRQ,DFW,945,17
AA,SRQ,LGA,1047,10
AA,SRQ,ORD,1050,13
AA,SRQ,PHL,957,12
AA,STL,CLT,575,9
AA,STL,DCA,719,6
AA,STL,DFW,550,9
AA,STL,LAX,1592,7
AA,STL,LGA,888,12
AA,STL,MIA,1068,5
AA,STL,ORD,258,7
AA,STL,PHL,814,6
AA,STL,PHX,1262,8
AA,STS,DFW,1495,12
AA,STT,CLT,1520,14
AA,STT,DFW,2225,14
AA,STT,JFK,1623,13
AA,STT,MIA,1107,15
AA,STT,ORD,2116,15
AA,STT,PHL,1605,16
AA,STX,CLT,1562,16
AA,STX,MIA,1139,15
AA,SYR,CLT,603,11
AA,SYR,DCA,298,12
AA,SYR,DFW,1336,6
AA,SYR,ORD,607,11
AA,TPA,AUS,928,7
AA,TPA,CLT,507,12
AA,TPA,DCA,814,12
AA,TPA,DFW,929,11
AA,TPA,LAX,2158,6
AA,TPA,LGA,1010,7
AA,TPA,MIA,204,8
AA,TPA,ORD,1012,13
AA,TPA,PHL,920,12
AA,TPA,PHX,1788,16
AA,TUL,CLT,842,7
AA,TUL,DCA,1049,17
AA,TUL,DFW,237,10
AA,TUL,LAX,1283,15
AA,TUS,DFW,813,10
AA,TUS,ORD,1437,12
AA,TUS,PHX,110,11
AA,TVC,DFW,1022,17
AA,TYS,CLT,177,10
AA,TYS,DFW,772,14
AA,TYS,OKC,766,16
AA,VPS,CLT,460,12
AA,VPS,DCA,789,13
AA,VPS,DFW,641,11
AA,VPS,ORD,796,11
AA,XNA,CLT,754,12
AA,XNA,DFW,280,10
AA,XNA,ORD,522,14
AS,ABQ,PDX,1111,18
AS,ABQ,SEA,1180,16
AS,ADK,ANC,1192,14
AS,ADQ,ANC,253,9
AS,AKN,ANC,288,17
AS,ANC,ADK,1192,11
AS,ANC,ADQ,253,13
AS,ANC,AKN,288,14
AS,ANC,BET,399,10
AS,ANC,BRW,725,14
AS,ANC,CDV,160,13
AS,ANC,DEN,2405,23
AS,ANC,DLG,329,9
AS,ANC,FAI,261,19
AS,ANC,HNL,2777,17
AS,ANC,JFK,3386,20
AS,ANC,JNU,571,10
AS,ANC,KOA,2874,16
AS,ANC,LAS,2304,23
AS,ANC,LAX,2345,0
AS,ANC,MSP,2519,22
AS,ANC,OGG,2797,15
AS,ANC,OME,539,15
AS,ANC,ORD,2846,21
AS,ANC,OTZ,548,9
AS,ANC,PDX,1542,1
AS,ANC,PHX,2552,23
AS,ANC,SAN,2452,15
AS,ANC,SCC,626,5
AS,ANC,SEA,1448,8
AS,ANC,SFO,2018,12
AS,ANC,SLC,2125,23
AS,ATL,PDX,2172,19
AS,ATL,SAN,1892,17
AS,ATL,SEA,2182,15
AS,AUS,PDX,1715,19
AS,AUS,SAN,1164,8
AS,AUS,SEA,1770,13
AS,AUS,SFO,1504,15
AS,BET,ANC,399,12
AS,BNA,PDX,1973,18
AS,BNA,SEA,1978,9
AS,BOI,SAN,749,9
AS,BOI,SEA,399,14
AS,BOS,PDX,2537,19
AS,BOS,SAN,2588,16
AS,BOS,SEA,2496,11
AS,BOS,SFO,2704,18
AS,BRW,ANC,725,17
AS,BUR,PDX,817,7
AS,BUR,SEA,937,13
AS,BWI,SEA,2335,18
AS,BZN,SEA,543,16
AS,CDV,ANC,160,13
AS,CDV,YAK,213,15
AS,CHS,SEA,2415,18
AS,CLE,PIT,106,16
AS,CLE,SEA,2021,18
AS,CMH,SEA,2016,18
AS,CVG,SEA,1965,18
AS,DAL,SEA,1670,14
AS,DAL,SFO,1476,18
AS,DCA,LAX,2311,9
AS,DCA,PDX,2350,18
AS,DCA,SEA,2329,17
AS,DCA,SFO,2442,17
AS,DEN,ANC,2405,8
AS,DEN,PDX,991,17
AS,DEN,SEA,1024,13
AS,DFW,PDX,1616,15
AS,DFW,SEA,1660,12
AS,DLG,ANC,329,11
AS,DTW,SEA,1927,16
AS,EUG,SEA,234,8
AS,EWR,LAX,2454,16
AS,EWR,PDX,2434,17
AS,EWR,SAN,2425,17
AS,EWR,SEA,2402,16
AS,EWR,SFO,2565,17
AS,FAI,ANC,261,13
AS,FAI,SEA,1533,7
AS,FAT,SAN,314,6
AS,FAT,SEA,748,11
AS,FLL,LAX,2343,18
AS,FLL,PDX,2694,10
AS,FLL,SAN,2269,17
AS,FLL,SEA,2717,10
AS,FLL,SFO,2584,19
AS,GEG,LAX,945,7
AS,GEG,SAN,1027,7
AS,GEG,SEA,224,11
AS,GEG,SFO,733,16
AS,GST,JNU,41,17
AS,HNL,ANC,2777,22
AS,HNL,LAX,2556,14
AS,HNL,PAE,2694,14
AS,HNL,PDX,2603,12
AS,HNL,SAN,2614,11
AS,HNL,SEA,2677,15
AS,HNL,SFO,2398,14
AS,HNL,SJC,2417,15
AS,IAD,LAX,2288,17
AS,IAD,SAN,2253,16
AS,IAD,SEA,2306,11
AS,IAD,SFO,2419,9
AS,IAH,SEA,1874,10
AS,IND,SEA,1866,18
AS,JAC,SEA,621,13
AS,JAC,SFO,737,14
AS,JFK,ANC,3386,9
AS,JFK,LAS,2248,9
AS,JFK,PDX,2454,17
AS,JFK,PSP,2378,9
AS,JFK,SAN,2446,16
AS,JFK,SEA,2422,11
AS,JFK,SFO,2586,13
AS,JNU,ANC,571,14
AS,JNU,GST,41,16
AS,JNU,KTN,234,7
AS,JNU,PSG,123,13
AS,JNU,SEA,909,11
AS,JNU,SIT,95,21
AS,JNU,YAK,198,10
AS,KOA,ANC,2874,22
AS,KOA,PDX,2607,13
AS,KOA,SAN,2556,22
AS,KOA,SEA,2688,15
AS,KOA,SJC,2384,12
AS,KTN,JNU,234,20
AS,KTN,SEA,680,13
AS,KTN,SIT,183,17
AS,KTN,WRG,82,9
AS,LAS,ANC,2304,19
AS,LAS,JFK,2248,14
AS,LAS,LAX,236,9
AS,LAS,PAE,894,20
AS,LAS,PDX,763,14
AS,LAS,SEA,867,12
AS,LAS,SFO,414,14
AS,LAS,SJC,386,14
AS,LAX,ANC,2345,19
AS,LAX,DCA,2311,13
AS,LAX,EWR,2454,10
AS,LAX,FLL,2343,10
AS,LAX,GEG,945,19
AS,LAX,HNL,2556,7
AS,LAX,IAD,2288,9
AS,LAX,LAS,236,17
AS,LAX,OGG,2486,7
AS,LAX,PAE,984,14
AS,LAX,PDX,834,15
AS,LAX,RSW,2238,15
AS,LAX,SEA,954,14
AS,LAX,SFO,337,15
AS,LAX,TPA,2158,23
AS,LIH,PDX,2631,15
AS,LIH,SAN,2676,22
AS,LIH,SEA,2701,14
AS,LIH,SJC,2466,12
AS,MCI,SEA,1489,14
AS,MCO,PDX,2534,19
AS,MCO,SAN,2149,16
AS,MCO,SEA,2554,9
